,var_name,var_label,timepoint,subject,n_observed,data_source,gr_section,gr_qnumber,reporter,var_comp,questionnaire,questionnaire_ref,constructs,var_type,orig_file,n_total,n_missing,descriptives
8707,idi18fm4,,1.5 y,,5248,GR1029,,,mother,,,,,numeric,GR1029-A2_01102012,9901,4653,"{'Min.': 0, '1st Qu.': 1, 'Median': 1, 'Mean': 0.9, '3rd Qu.': 1, 'Max.': 1}"
8708,idi18fm5,,1.5 y,,5271,GR1029,,,mother,,,,,numeric,GR1029-A2_01102012,9901,4630,"{'Min.': 0, '1st Qu.': 1, 'Median': 1, 'Mean': 0.95, '3rd Qu.': 1, 'Max.': 1}"
8709,idi18fm6,,1.5 y,,5249,GR1029,,,mother,,,,,numeric,GR1029-A2_01102012,9901,4652,"{'Min.': 0, '1st Qu.': 0, 'Median': 1, 'Mean': 0.54, '3rd Qu.': 1, 'Max.': 1}"
8710,idi18fm7,,1.5 y,,5220,GR1029,,,mother,,,,,numeric,GR1029-A2_01102012,9901,4681,"{'Min.': 0, '1st Qu.': 0, 'Median': 1, 'Mean': 0.57, '3rd Qu.': 1, 'Max.': 1}"
8711,nmis18gm,number of missing on gross motor IDI 18 months,1.5 y,,9901,GR1029,,,mother,,,,,numeric,GR1029-A2_01102012,9901,0,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 4.72, '3rd Qu.': 10}"
8712,nmis18fm,number of missing on fine motor IDI 18 months,1.5 y,,9901,GR1029,,,mother,,,,,numeric,GR1029-A2_01102012,9901,0,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 3.28, '3rd Qu.': 7}"
8713,sum18gm,total score gross motor IDI 18 months,1.5 y,,5278,GR1029,,,mother,,,,,numeric,GR1029-A2_01102012,9901,4623,"{'Min.': 0, '1st Qu.': 9, 'Median': 10, 'Mean': 8.94, '3rd Qu.': 10, 'Max.': 10}"
8714,sum18fm,total score fine motor IDI 18 months,1.5 y,,5248,GR1029,,,mother,,,,,numeric,GR1029-A2_01102012,9901,4653,"{'Min.': 0, '1st Qu.': 5, 'Median': 6, 'Mean': 5.91, '3rd Qu.': 7, 'Max.': 7}"
8715,B0100129,GR1029 B1-1 Being a parent to this child is more difficult than I thought (B0100129),1.5 y,,5251,GR1029,B,,mother,item,,,,factor,GR1029-B1_01072012,9901,4650,"{'Totally disagree': 3711, 'Agree slightly': 1197, 'Agree pretty much': 240, 'Totally agree': 103}"
8716,B0100229,GR1029 B1-2 I have much more trouble raising children than I thought (B0100229),1.5 y,,5245,GR1029,B,,mother,item,,,,factor,GR1029-B1_01072012,9901,4656,"{'Totally disagree': 4236, 'Agree slightly': 846, 'Agree pretty much': 114, 'Totally agree': 49}"
8717,B0100329,GR1029 B1-3 I often think about giving up (B0100329),1.5 y,,5232,GR1029,B,,mother,item,,,,factor,GR1029-B1_01072012,9901,4669,"{'Totally disagree': 4715, 'Agree slightly': 432, 'Agree pretty much': 59, 'Totally agree': 26}"
8718,B0100429,GR1029 B1-4 I have noticed that I am not as capable of caring for my child as I thought (B0100429),1.5 y,,5252,GR1029,B,,mother,item,,,,factor,GR1029-B1_01072012,9901,4649,"{'Totally disagree': 4974, 'Agree slightly': 222, 'Agree pretty much': 22, 'Totally agree': 34}"
8719,B0100529,GR1029 B1-5 I have found it very difficult to make decisions about my child recently (B0100529),1.5 y,,5246,GR1029,B,,mother,item,,,,factor,GR1029-B1_01072012,9901,4655,"{'Totally disagree': 4829, 'Agree slightly': 361, 'Agree pretty much': 32, 'Totally agree': 24}"
8720,B0100629,GR1029 B1-6 It is not always easy to accept my child as he/she is (B0100629),1.5 y,,5255,GR1029,B,,mother,item,,,,factor,GR1029-B1_01072012,9901,4646,"{'Totally disagree': 4692, 'Agree slightly': 503, 'Agree pretty much': 37, 'Totally agree': 23}"
8721,B0100729,GR1029 B1-7 I often feel that I can not cope with things very well (B0100729),1.5 y,,5240,GR1029,B,,mother,item,,,,factor,GR1029-B1_01072012,9901,4661,"{'Totally disagree': 4379, 'Agree slightly': 772, 'Agree pretty much': 68, 'Totally agree': 21}"
8722,B0100829,"GR1029 B1-8 Since having children, I get tired more quickly than I used to do (B0100829)",1.5 y,,5246,GR1029,B,,mother,item,,,,factor,GR1029-B1_01072012,9901,4655,"{'Totally disagree': 1134, 'Agree slightly': 2309, 'Agree pretty much': 1081, 'Totally agree': 722}"
8723,B0100929,"GR1029 B1-9 Although I do my best to raise my child properly, I sometimes feel that I do not have things under control (B0100929)",1.5 y,,5251,GR1029,B,,mother,item,,,,factor,GR1029-B1_01072012,9901,4650,"{'Totally disagree': 4073, 'Agree slightly': 1036, 'Agree pretty much': 108, 'Totally agree': 34}"
8724,B0101029,"GR1029 B1-10 When I see other parents with their children, I often think: I would like to be a father or mother like that (B0101029)",1.5 y,,5253,GR1029,B,,mother,item,,,,factor,GR1029-B1_01072012,9901,4648,"{'Totally disagree': 4419, 'Agree slightly': 718, 'Agree pretty much': 76, 'Totally agree': 40}"
8725,B0101129,GR1029 B1-11 I often do not understand my child (B0101129),1.5 y,,5244,GR1029,B,,mother,item,,,,factor,GR1029-B1_01072012,9901,4657,"{'Totally disagree': 4494, 'Agree slightly': 685, 'Agree pretty much': 40, 'Totally agree': 25}"
8726,B0101229,GR1029 B1-12 I feel confident about the rest of my childs upbringing (B0101229),1.5 y,,5166,GR1029,B,,mother,item,,,,factor,GR1029-B1_01072012,9901,4735,"{'Totally disagree': 670, 'Agree slightly': 205, 'Agree pretty much': 411, 'Totally agree': 3880}"
8727,C0100129,GR1029 C1 Does your child react when his/her name is called (by turning around to see where the sound is coming from for example)? (C0100129),1.5 y,,5268,GR1029,C,,mother,item,,,,factor,GR1029-C1-3_01072012,9901,4633,"{'No': 27, 'Yes': 5241}"
8728,C0200129,GR1029 C2 Does your child react to there is mummy or daddy by looking all round to see if he/she can see them? (C0200129),1.5 y,,5265,GR1029,C,,mother,item,,,,factor,GR1029-C1-3_01072012,9901,4636,"{'No': 43, 'Yes': 5222}"
8729,C0300129,GR1029 C3-1 Give me a kiss (C0300129),1.5 y,,5280,GR1029,C,,mother,item,,,,factor,GR1029-C1-3_01072012,9901,4621,"{'No': 138, 'Yes': 5142}"
8730,C0300229,GR1029 C3-2 Say hello (C0300229),1.5 y,,5281,GR1029,C,,mother,item,,,,factor,GR1029-C1-3_01072012,9901,4620,"{'No': 69, 'Yes': 5212}"
8731,C0300329,GR1029 C3-3 Sit down (C0300329),1.5 y,,5279,GR1029,C,,mother,item,,,,factor,GR1029-C1-3_01072012,9901,4622,"{'No': 201, 'Yes': 5078}"
8732,C0300429,GR1029 C3-4 Spit it out (C0300429),1.5 y,,5214,GR1029,C,,mother,item,,,,factor,GR1029-C1-3_01072012,9901,4687,"{'No': 1681, 'Yes': 3533}"
8733,C0300529,GR1029 C3-5 Time to go to sleep (C0300529),1.5 y,,5267,GR1029,C,,mother,item,,,,factor,GR1029-C1-3_01072012,9901,4634,"{'No': 418, 'Yes': 4849}"
8734,C0300629,GR1029 C3-6 Mummy or daddy is home (C0300629),1.5 y,,5272,GR1029,C,,mother,item,,,,factor,GR1029-C1-3_01072012,9901,4629,"{'No': 244, 'Yes': 5028}"
8735,C0300729,GR1029 C3-7 Are you hungry? (C0300729),1.5 y,,5239,GR1029,C,,mother,item,,,,factor,GR1029-C1-3_01072012,9901,4662,"{'No': 1295, 'Yes': 3944}"
8736,C0300829,GR1029 C3-8 Are you tired? (C0300829),1.5 y,,5238,GR1029,C,,mother,item,,,,factor,GR1029-C1-3_01072012,9901,4663,"{'No': 1961, 'Yes': 3277}"
8737,C0300929,GR1029 C3-9 Careful! (C0300929),1.5 y,,5266,GR1029,C,,mother,item,,,,factor,GR1029-C1-3_01072012,9901,4635,"{'No': 417, 'Yes': 4849}"
8738,C0301029,GR1029 C3-10 We will on a clean nappy now (C0301029),1.5 y,,5257,GR1029,C,,mother,item,,,,factor,GR1029-C1-3_01072012,9901,4644,"{'No': 509, 'Yes': 4748}"
8739,C0301129,GR1029 C3-11 Come here (now) (C0301129),1.5 y,,5278,GR1029,C,,mother,item,,,,factor,GR1029-C1-3_01072012,9901,4623,"{'No': 67, 'Yes': 5211}"
8740,C0301229,GR1029 C3-12 Do you want some more? (C0301229),1.5 y,,5258,GR1029,C,,mother,item,,,,factor,GR1029-C1-3_01072012,9901,4643,"{'No': 900, 'Yes': 4358}"
8741,C0301329,GR1029 C3-13 Do not touch (C0301329),1.5 y,,5261,GR1029,C,,mother,item,,,,factor,GR1029-C1-3_01072012,9901,4640,"{'No': 195, 'Yes': 5066}"
8742,D0100129,GR1029 D1-1 Wall socket guard (D0100129),1.5 y,,5249,GR1029,D,,mother,item,,,,factor,GR1029-D1-8_01072012,9901,4652,"{'No': 921, 'Yes': 4328}"
8743,D0100229,GR1029 D1-2 Door hinge guard (D0100229),1.5 y,,5182,GR1029,D,,mother,item,,,,factor,GR1029-D1-8_01072012,9901,4719,"{'No': 4494, 'Yes': 688}"
8744,D0100329,GR1029 D1-3 Protective corner pieces for tables or furniture (D0100329),1.5 y,,5177,GR1029,D,,mother,item,,,,factor,GR1029-D1-8_01072012,9901,4724,"{'No': 4333, 'Yes': 844}"
8745,D0100429,GR1029 D1-4 Non-slip mat in the bath or shower (D0100429),1.5 y,,5198,GR1029,D,,mother,item,,,,factor,GR1029-D1-8_01072012,9901,4703,"{'No': 2989, 'Yes': 2209}"
8746,D0100529,GR1029 D1-5 Window guards (D0100529),1.5 y,,5145,GR1029,D,,mother,item,,,,factor,GR1029-D1-8_01072012,9901,4756,"{'No': 3948, 'Yes': 1197}"
8747,D0100629,GR1029 D1-6 Safety hooks or cupboards (D0100629),1.5 y,,5196,GR1029,D,,mother,item,,,,factor,GR1029-D1-8_01072012,9901,4705,"{'No': 3142, 'Yes': 2054}"
8748,D0100729,GR1029 D1-7 Cooker rack (D0100729),1.5 y,,5109,GR1029,D,,mother,item,,,,factor,GR1029-D1-8_01072012,9901,4792,"{'No': 4748, 'Yes': 361}"
8749,D0100829,GR1029 D1-8 Stair guard at the top of your stairs (the ones that are most often used) (D0100829),1.5 y,,4886,GR1029,D,,mother,item,,,,factor,GR1029-D1-8_01072012,9901,5015,"{'No': 1499, 'Yes': 3387}"
8750,D0100929,GR1029 D1-9 Stair guard at the bottom of your stairs (the ones that are most often used) (D0100929),1.5 y,,4761,GR1029,D,,mother,item,,,,factor,GR1029-D1-8_01072012,9901,5140,"{'No': 2692, 'Yes': 2069}"
8751,D0200129,"GR1029 D2 If you have a stair guard, how often do you lose it after use? (D0200129)",1.5 y,,3803,GR1029,D,,mother,item,,,,factor,GR1029-D1-8_01072012,9901,6098,"{'Never': 213, 'Hardly ever': 125, 'Almost always': 1003, 'Always': 2462}"
8752,D0300129,GR1029 D3-1 Kitchen (D0300129),1.5 y,,5216,GR1029,D,,mother,item,,,,factor,GR1029-D1-8_01072012,9901,4685,"{'Never': 1673, 'Hardly ever': 2900, 'Almost always': 522, 'Always': 121}"
8753,D0300229,GR1029 D3-2 Bathroom (D0300229),1.5 y,,5231,GR1029,D,,mother,item,,,,factor,GR1029-D1-8_01072012,9901,4670,"{'Never': 2568, 'Hardly ever': 2419, 'Almost always': 184, 'Always': 60}"
8754,D0300329,GR1029 D3-3 Shed or garage (D0300329),1.5 y,,5081,GR1029,D,,mother,item,,,,factor,GR1029-D1-8_01072012,9901,4820,"{'Never': 4692, 'Hardly ever': 359, 'Almost always': 15, 'Always': 15}"
8755,D0300429,GR1029 D3-4 Stairwell (D0300429),1.5 y,,5140,GR1029,D,,mother,item,,,,factor,GR1029-D1-8_01072012,9901,4761,"{'Never': 4381, 'Hardly ever': 663, 'Almost always': 66, 'Always': 30}"
8756,D0300529,GR1029 D3-5 Garden (D0300529),1.5 y,,5079,GR1029,D,,mother,item,,,,factor,GR1029-D1-8_01072012,9901,4822,"{'Never': 3262, 'Hardly ever': 1575, 'Almost always': 203, 'Always': 39}"
8757,D0400129,GR1029 D4-1 Falls down the stairs (D0400129),1.5 y,,5129,GR1029,D,,mother,item,,,,factor,GR1029-D1-8_01072012,9901,4772,"{'Very small': 2852, 'Small': 2011, 'Very large': 135, 'Large': 131}"
8758,D0400229,GR1029 D4-2 Falls against a sharp corner of a piece of furniture (D0400229),1.5 y,,5207,GR1029,D,,mother,item,,,,factor,GR1029-D1-8_01072012,9901,4694,"{'Very small': 1544, 'Small': 3099, 'Very large': 265, 'Large': 299}"
8759,D0400329,GR1029 D4-3 Falls out of the window (D0400329),1.5 y,,5189,GR1029,D,,mother,item,,,,factor,GR1029-D1-8_01072012,9901,4712,"{'Very small': 4384, 'Small': 761, 'Very large': 22, 'Large': 22}"
8760,D0400429,GR1029 D4-4 Eats or drinks household detergents (D0400429),1.5 y,,5210,GR1029,D,,mother,item,,,,factor,GR1029-D1-8_01072012,9901,4691,"{'Very small': 3725, 'Small': 1406, 'Very large': 43, 'Large': 36}"
8761,D0400529,GR1029 D4-5 Eats or drinks medicines (D0400529),1.5 y,,5212,GR1029,D,,mother,item,,,,factor,GR1029-D1-8_01072012,9901,4689,"{'Very small': 4371, 'Small': 804, 'Very large': 19, 'Large': 18}"
8762,D0400629,GR1029 D4-6 Burns himself/herself with hot water from the tap (D0400629),1.5 y,,5212,GR1029,D,,mother,item,,,,factor,GR1029-D1-8_01072012,9901,4689,"{'Very small': 3741, 'Small': 1398, 'Very large': 30, 'Large': 43}"
8763,D0400729,GR1029 D4-7 Swallows small objects (D0400729),1.5 y,,5190,GR1029,D,,mother,item,,,,factor,GR1029-D1-8_01072012,9901,4711,"{'Very small': 1350, 'Small': 3378, 'Very large': 229, 'Large': 233}"
8764,D0500129,GR1029 D5-1 Falls down the stairs (D0500129),1.5 y,,5095,GR1029,D,,mother,item,,,,factor,GR1029-D1-8_01072012,9901,4806,"{'Not at all serious': 329, 'A bit serious': 692, 'Serious': 1886, 'Very serious': 2188}"
8765,D0500229,GR1029 D5-2 Falls against a piece of furniture (D0500229),1.5 y,,5170,GR1029,D,,mother,item,,,,factor,GR1029-D1-8_01072012,9901,4731,"{'Not at all serious': 858, 'A bit serious': 2533, 'Serious': 1337, 'Very serious': 442}"
8766,D0500329,GR1029 D5-3 Falls out of the window (D0500329),1.5 y,,5125,GR1029,D,,mother,item,,,,factor,GR1029-D1-8_01072012,9901,4776,"{'Not at all serious': 281, 'A bit serious': 118, 'Serious': 535, 'Very serious': 4191}"
8767,D0500429,GR1029 D5-4 Eats or drinks household detergents (D0500429),1.5 y,,5164,GR1029,D,,mother,item,,,,factor,GR1029-D1-8_01072012,9901,4737,"{'Not at all serious': 211, 'A bit serious': 139, 'Serious': 911, 'Very serious': 3903}"
8768,D0500529,GR1029 D5-5 Eats or drinks medicines (D0500529),1.5 y,,5156,GR1029,D,,mother,item,,,,factor,GR1029-D1-8_01072012,9901,4745,"{'Not at all serious': 234, 'A bit serious': 182, 'Serious': 966, 'Very serious': 3774}"
8769,D0500629,GR1029 D5-6 Burns himself/herself with hot water from the tap (D0500629),1.5 y,,5168,GR1029,D,,mother,item,,,,factor,GR1029-D1-8_01072012,9901,4733,"{'Not at all serious': 250, 'A bit serious': 449, 'Serious': 1843, 'Very serious': 2626}"
8770,D0500729,GR1029 D5-7 Swallows small objects (D0500729),1.5 y,,5162,GR1029,D,,mother,item,,,,factor,GR1029-D1-8_01072012,9901,4739,"{'Not at all serious': 208, 'A bit serious': 714, 'Serious': 1928, 'Very serious': 2312}"
8771,D0600129,GR1029 D6 Do you think you can stop your child having an accident at home by paying close attention to it? (D0600129),1.5 y,,5236,GR1029,D,,mother,item,,,,factor,GR1029-D1-8_01072012,9901,4665,"{'Certainly not': 92, 'Mostly does not apply': 214, 'Mostly does apply': 2715, 'Yes certainly': 2215}"
8772,D0700129,GR1029 D7 Do you think you can prevent your child having an accident at home by using safety products (like those listed in question D1)? (D0700129),1.5 y,,5220,GR1029,D,,mother,item,,,,factor,GR1029-D1-8_01072012,9901,4681,"{'Certainly not': 96, 'Mostly does not apply': 385, 'Mostly does apply': 2744, 'Yes certainly': 1995}"
8773,D0800129,GR1029 D8-1 How important were the following in encouraging you to use safety products - Advice given by friends (D0800129),1.5 y,,4729,GR1029,D,,mother,item,,,,factor,GR1029-D1-8_01072012,9901,5172,"{'Not important': 1137, 'Slightly important': 1330, 'Important': 1756, 'Very important': 506}"
8774,D0800229,GR1029 D8-2 How important were the following in encouraging you to use safety products - Advice given by the health worker (D0800229),1.5 y,,4437,GR1029,D,,mother,item,,,,factor,GR1029-D1-8_01072012,9901,5464,"{'Not important': 1852, 'Slightly important': 834, 'Important': 1240, 'Very important': 511}"
8775,D0800329,GR1029 D8-3 How important were the following in encouraging you to use safety products - Poster and brochures at the doctors or at the child welfare centre (D0800329),1.5 y,,4722,GR1029,D,,mother,item,,,,factor,GR1029-D1-8_01072012,9901,5179,"{'Not important': 1172, 'Slightly important': 1123, 'Important': 1680, 'Very important': 747}"
8776,D0800429,GR1029 D8-4 How important were the following in encouraging you to use safety products - Other reason (D0800429),1.5 y,,3541,GR1029,D,,mother,item,,,,factor,GR1029-D1-8_01072012,9901,6360,"{'Not important': 618, 'Slightly important': 377, 'Important': 1167, 'Very important': 1379}"
8777,MND24,GR1032 respons 24 months (MND24),2 y,,7294,GR1032,,,mother,,,,,factor,GR1032-A1-2_01072012; GR1032-A10_01072012; GR1032-A11-14_01072012; GR1032-A15_01072012; GR1032-A3-7_01072012; GR1032-A8-9_01072012; GR1032-B1-3_01072012; GR1032-C1-12_01072012; GR1032-D1_01072012; GR1032-D14-15_01072012; GR1032-D16-19_01072012; GR1032-D2_01072012; GR1032-D3-13_01072012; GR1032-E1-2_08102012; GR1032-E12-21_08102012; GR1032-E22_08102012; GR1032-E3_08102012; GR1032-E4-11_08102012; GR1032-F1-17_01072012; GR1032-G1-11_01072012; GR1032-G13-14_01072012,9901,2607,"{'sent': 1709, 'received': 5415, 'never sent': 170}"
8778,AGE24M,GR1032 Age questionnaire filled in 24 months child (months) (AGE24M),2 y,,5409,GR1032,,,mother,,,,,numeric,GR1032-A1-2_01072012; GR1032-A10_01072012; GR1032-A11-14_01072012; GR1032-A15_01072012; GR1032-A3-7_01072012; GR1032-A8-9_01072012; GR1032-B1-3_01072012; GR1032-C1-12_01072012; GR1032-D1_01072012; GR1032-D14-15_01072012; GR1032-D16-19_01072012; GR1032-D2_01072012; GR1032-D3-13_01072012; GR1032-E1-2_08102012; GR1032-E12-21_08102012; GR1032-E22_08102012; GR1032-E3_08102012; GR1032-E4-11_08102012; GR1032-F1-17_01072012; GR1032-G1-11_01072012; GR1032-G13-14_01072012,9901,4492,"{'Min.': 22.43, '1st Qu.': 23.82, 'Median': 24.22, 'Mean': 24.52, '3rd Qu.': 24.71, 'Max.': 46.55}"
8779,AGE24MOR,GR1032 Unadjusted age questionnaire filled in 24 months child (months) (AGE24MOR),2 y,,4963,GR1032,,,mother,,,,,numeric,GR1032-A1-2_01072012; GR1032-A10_01072012; GR1032-A11-14_01072012; GR1032-A15_01072012; GR1032-A3-7_01072012; GR1032-A8-9_01072012; GR1032-B1-3_01072012; GR1032-C1-12_01072012; GR1032-D1_01072012; GR1032-D14-15_01072012; GR1032-D16-19_01072012; GR1032-D2_01072012; GR1032-D3-13_01072012; GR1032-E1-2_08102012; GR1032-E12-21_08102012; GR1032-E22_08102012; GR1032-E3_08102012; GR1032-E4-11_08102012; GR1032-F1-17_01072012; GR1032-G1-11_01072012; GR1032-G13-14_01072012,9901,4938,"{'Min.': 22.43, '1st Qu.': 23.79, 'Median': 24.18, 'Mean': 24.5, '3rd Qu.': 24.68, 'Max.': 44.7}"
8780,MND24_filledinby,GR1032 This questionnaire has been completed by 24 months child (MND24_filledinby),2 y,,5217,GR1032,,,mother,,,,,factor,GR1032-A1-2_01072012; GR1032-A10_01072012; GR1032-A11-14_01072012; GR1032-A15_01072012; GR1032-A3-7_01072012; GR1032-A8-9_01072012; GR1032-B1-3_01072012; GR1032-C1-12_01072012; GR1032-D1_01072012; GR1032-D14-15_01072012; GR1032-D16-19_01072012; GR1032-D2_01072012; GR1032-D3-13_01072012; GR1032-E1-2_08102012; GR1032-E12-21_08102012; GR1032-E22_08102012; GR1032-E3_08102012; GR1032-E4-11_08102012; GR1032-F1-17_01072012; GR1032-G1-11_01072012; GR1032-G13-14_01072012,9901,4684,"{'Mother': 4407, 'Father': 256, 'Both': 519, 'Other': 35}"
8781,A0100132,GR1032 A1-1 How would you describe you childs health in general? (A0100132),2 y,,5371,GR1032,A,,mother,item,,,,factor,GR1032-A1-2_01072012,9901,4530,"{'Excellent': 1945, 'Very good': 2161, 'Good': 1179, 'Mediocre': 84, 'Bad': 2}"
8782,A0200132,GR1032 A2-1 My childs healt is excellent (A0200132),2 y,,5361,GR1032,A,,mother,item,,,,factor,GR1032-A1-2_01072012,9901,4540,"{'True': 2637, 'Generally true': 2518, 'Do not know': 74, 'Generally untrue': 107, 'Untrue': 25}"
8783,A0200232,GR1032 A2-2 My child seems to be less healty than other children (A0200232),2 y,,5352,GR1032,A,,mother,item,,,,factor,GR1032-A1-2_01072012,9901,4549,"{'True': 60, 'Generally true': 128, 'Do not know': 181, 'Generally untrue': 661, 'Untrue': 4322}"
8784,A0200332,GR1032 A2-3 My child has never been seriously ill (A0200332),2 y,,5325,GR1032,A,,mother,item,,,,factor,GR1032-A1-2_01072012,9901,4576,"{'True': 3945, 'Generally true': 511, 'Do not know': 44, 'Generally untrue': 272, 'Untrue': 553}"
8785,A0200432,"GR1032 A2-4 If there is an illness going round, my child will generally get it (A0200432)",2 y,,5326,GR1032,A,,mother,item,,,,factor,GR1032-A1-2_01072012,9901,4575,"{'True': 248, 'Generally true': 1109, 'Do not know': 919, 'Generally untrue': 1958, 'Untrue': 1092}"
8786,A0200532,GR1032 A2-5 I expect that my child will have a very healthy life (A0200532),2 y,,5347,GR1032,A,,mother,item,,,,factor,GR1032-A1-2_01072012,9901,4554,"{'True': 3118, 'Generally true': 1361, 'Do not know': 826, 'Generally untrue': 25, 'Untrue': 17}"
8787,A0200632,GR1032 A2-6 I worry more about my childs health than other people do about theri childrens health (A0200632),2 y,,5348,GR1032,A,,mother,item,,,,factor,GR1032-A1-2_01072012,9901,4553,"{'True': 216, 'Generally true': 271, 'Do not know': 515, 'Generally untrue': 831, 'Untrue': 3515}"
8788,A1000132,GR1032 A10-1 Has your child had an epileptic attach between 1 and 2 years of age or has your child been diagnosed as having epilepsy? (A1000132),2 y,,5358,GR1032,A,,mother,item,,,,factor,GR1032-A10_01072012; GR1032-A11-14_01072012,9901,4543,"{'No': 5348, 'Yes': 10}"
8789,A1000232,GR1032 A10-2 Has your child had feverish fits or convulsions between 1 and 2 years of age? (A1000232),2 y,,5338,GR1032,A,,mother,item,,,,factor,GR1032-A10_01072012; GR1032-A11-14_01072012,9901,4563,"{'No': 5157, 'Yes': 181}"
8790,A1000332,"GR1032 A10-3 Has your child sometimes suddenly lost consciousness, either partially or completely, between 1 and 2 years of age and failed to react when spoken to? (A1000332)",2 y,,5350,GR1032,A,,mother,item,,,,factor,GR1032-A10_01072012; GR1032-A11-14_01072012,9901,4551,"{'No': 5284, 'Yes': 66}"
8791,A1000432,"GR1032 A10-4 Has your child had periods between 1 and 2 years of age in which he or she was suddenly distracted, and you could no longer make contact with him or her? (A1000432)",2 y,,5338,GR1032,A,,mother,item,,,,factor,GR1032-A10_01072012; GR1032-A11-14_01072012,9901,4563,"{'No': 5287, 'Yes': 51}"
8792,A1000532,GR1032 A10-5 Has your child had an attack of muscular spasms or trembling that started suddenly or any other involuntary movements of the entire body or part there of between 1 and 2 years of age? (A1000532),2 y,,5344,GR1032,A,,mother,item,,,,factor,GR1032-A10_01072012; GR1032-A11-14_01072012,9901,4557,"{'No': 5276, 'Yes': 68}"
8793,A1000632,"GR1032 A10-6 Has your child suddenly become completely rigid or tens or contrary to this, completely limp between 1 and 2 years of age? (A1000632)",2 y,,5347,GR1032,A,,mother,item,,,,factor,GR1032-A10_01072012; GR1032-A11-14_01072012,9901,4554,"{'No': 5271, 'Yes': 76}"
8794,A1000732,GR1032 A10-7 Has your child had a period between 1 and 2 years of age when it suddenly stopped breathing or had a different breathing pattern? (A1000732),2 y,,5343,GR1032,A,,mother,item,,,,factor,GR1032-A10_01072012; GR1032-A11-14_01072012,9901,4558,"{'No': 5251, 'Yes': 92}"
8795,A1000832,GR1032 A10-8 Have there been occasions between 1 and 2 years of age when your child suddenly started to show strange behaviour or made strange movements while asleep? (A1000832),2 y,,5343,GR1032,A,,mother,item,,,,factor,GR1032-A10_01072012; GR1032-A11-14_01072012,9901,4558,"{'No': 5253, 'Yes': 90}"
8796,A1000932,GR1032 A10-9 Has your child had a period between 1 and 2 years of age in which it suddenly displayed changed behaviour or changes in activities? (A1000932),2 y,,5334,GR1032,A,,mother,item,,,,factor,GR1032-A10_01072012; GR1032-A11-14_01072012,9901,4567,"{'No': 5161, 'Yes': 173}"
8797,A1001032,GR1032 A10-10 Have you occasionally noticed between 1 and 2 years of age that your childs eyes suddenly turned away? (A1001032),2 y,,5336,GR1032,A,,mother,item,,,,factor,GR1032-A10_01072012; GR1032-A11-14_01072012,9901,4565,"{'No': 5275, 'Yes': 61}"
8798,A1100132,"GR1032 A11-1 Has your child been injured as the result of an accident during the last 6 months, at home or in traffic for example? (A1100132)",2 y,,5284,GR1032,A,,mother,item,,,,factor,GR1032-A11-14_01072012,9901,4617,"{'No': 3645, 'Yes, once': 922, 'Yes, twice': 315, 'Yes, more than twice': 402}"
8799,A1200132,use divided variables GR1032 A12-1 Fell down in or around the house (A1200132),2 y,,1520,GR1032,A,,mother,item,,,,factor,GR1032-A11-14_01072012,9901,8381,{'cross': 1520}
8800,A1200232,GR1032 A12-2 Injury caused by fire or hot liquids (A1200232),2 y,,109,GR1032,A,,mother,item,,,,factor,GR1032-A11-14_01072012,9901,9792,{'cross': 109}
8801,A1200332,GR1032 A12-3 Injury caused by ingesting certain products or implements (A1200332),2 y,,43,GR1032,A,,mother,item,,,,factor,GR1032-A11-14_01072012,9901,9858,{'cross': 43}
8802,A1200432,GR1032 A12-4 A different accident in or around the house (A1200432),2 y,,162,GR1032,A,,mother,item,,,,factor,GR1032-A11-14_01072012,9901,9739,{'cross': 162}
8803,A1200532,GR1032 A12-5 Traffic accident (A1200532),2 y,,47,GR1032,A,,mother,item,,,,factor,GR1032-A11-14_01072012,9901,9854,{'cross': 47}
8804,A1200632,GR1032 A12-6 Swallowing foreign objects (A1200632),2 y,,44,GR1032,A,,mother,item,,,,factor,GR1032-A11-14_01072012,9901,9857,{'cross': 44}
8805,A1200732,GR1032 A12-7 Other (A1200732),2 y,,177,GR1032,A,,mother,item,,,,factor,GR1032-A11-14_01072012,9901,9724,{'cross': 177}
8806,A1300132,"GR1032 A13-1 Bruising, contusions (A1300132)",2 y,,1983,GR1032,A,,mother,item,,,,factor,GR1032-A11-14_01072012,9901,7918,"{'No': 1188, 'Yes, did not go to the doctor': 638, 'Yes, went to the doctor': 93, 'Yes, went to the hospital': 64}"
8807,A1300232,GR1032 A13-2 Cuts or grazes (A1300232),2 y,,2091,GR1032,A,,mother,item,,,,factor,GR1032-A11-14_01072012,9901,7810,"{'No': 964, 'Yes, did not go to the doctor': 856, 'Yes, went to the doctor': 140, 'Yes, went to the hospital': 131}"
8808,A1300332,GR1032 A13-3 Burns (A1300332),2 y,,1741,GR1032,A,,mother,item,,,,factor,GR1032-A11-14_01072012,9901,8160,"{'No': 1636, 'Yes, did not go to the doctor': 50, 'Yes, went to the doctor': 28, 'Yes, went to the hospital': 27}"
